NODE,X,Y,Z,THXY,THYZ,THZX
229,-0.00172,0.00665,-0.00101,0.0,0.0,0.0
230,-0.00172,0.00665,-0.00134,0.0,0.0,0.0
231,-0.00172,0.00665,-0.00167,0.0,0.0,0.0
232,-0.00172,0.0063,-0.00101,0.0,0.0,0.0
233,-0.00172,0.0063,-0.00134,0.0,0.0,0.0
234,-0.00172,0.0063,-0.00167,0.0,0.0,0.0
235,-0.00172,0.00595,-0.00101,0.0,0.0,0.0
236,-0.00172,0.00595,-0.00134,0.0,0.0,0.0
237,-0.00172,0.00595,-0.00167,0.0,0.0,0.0
238,-0.00172,0.0056,-0.00101,0.0,0.0,0.0
239,-0.00172,0.0056,-0.00134,0.0,0.0,0.0
240,-0.00172,0.0056,-0.00167,0.0,0.0,0.0
241,-0.00172,0.00525,-0.00101,0.0,0.0,0.0
242,-0.00172,0.00525,-0.00134,0.0,0.0,0.0
243,-0.00172,0.00525,-0.00167,0.0,0.0,0.0
244,-0.00172,0.0049,-0.00101,0.0,0.0,0.0
245,-0.00172,0.0049,-0.00134,0.0,0.0,0.0
246,-0.00172,0.0049,-0.00167,0.0,0.0,0.0
1298,-0.00172,0.00665,-0.001175,0.0,0.0,0.0
1299,-0.00172,0.006475,-0.00101,0.0,0.0,0.0
1302,-0.00172,0.00665,-0.001505,0.0,0.0,0.0
1303,-0.00172,0.006475,-0.00134,0.0,0.0,0.0
1304,-0.00172,0.006825,-0.00134,0.0,0.0,0.0
1305,-0.00172,0.006475,-0.00167,0.0,0.0,0.0
1306,-0.00172,0.006825,-0.00167,0.0,0.0,0.0
1307,-0.00172,0.00665,-0.001835,0.0,0.0,0.0
1308,-0.00172,0.0063,-0.001175,0.0,0.0,0.0
1309,-0.00172,0.006125,-0.00101,0.0,0.0,0.0
1310,-0.00172,0.0063,-0.000845,0.0,0.0,0.0
1311,-0.00172,0.0063,-0.001505,0.0,0.0,0.0
1312,-0.00172,0.006125,-0.00134,0.0,0.0,0.0
1313,-0.00172,0.006125,-0.00167,0.0,0.0,0.0
1314,-0.00172,0.0063,-0.001835,0.0,0.0,0.0
1315,-0.00172,0.00595,-0.001175,0.0,0.0,0.0
1316,-0.00172,0.005775,-0.00101,0.0,0.0,0.0
1317,-0.00172,0.00595,-0.000845,0.0,0.0,0.0
1318,-0.00172,0.00595,-0.001505,0.0,0.0,0.0
1319,-0.00172,0.005775,-0.00134,0.0,0.0,0.0
1320,-0.00172,0.005775,-0.00167,0.0,0.0,0.0
1321,-0.00172,0.00595,-0.001835,0.0,0.0,0.0
1322,-0.00172,0.0056,-0.001175,0.0,0.0,0.0
1323,-0.00172,0.005425,-0.00101,0.0,0.0,0.0
1324,-0.00172,0.0056,-0.000845,0.0,0.0,0.0
1325,-0.00172,0.0056,-0.001505,0.0,0.0,0.0
1326,-0.00172,0.005425,-0.00134,0.0,0.0,0.0
1327,-0.00172,0.005425,-0.00167,0.0,0.0,0.0
1328,-0.00172,0.0056,-0.001835,0.0,0.0,0.0
1329,-0.00172,0.00525,-0.001175,0.0,0.0,0.0
1330,-0.00172,0.005075,-0.00101,0.0,0.0,0.0
1331,-0.00172,0.00525,-0.000845,0.0,0.0,0.0
1332,-0.00172,0.00525,-0.001505,0.0,0.0,0.0
1333,-0.00172,0.005075,-0.00134,0.0,0.0,0.0
1334,-0.00172,0.005075,-0.00167,0.0,0.0,0.0
1336,-0.00172,0.0049,-0.001175,0.0,0.0,0.0
1337,-0.00172,0.004725,-0.00101,0.0,0.0,0.0
1338,-0.00172,0.0049,-0.000845,0.0,0.0,0.0
1339,-0.00172,0.0049,-0.001505,0.0,0.0,0.0
1340,-0.00172,0.004725,-0.00134,0.0,0.0,0.0
